,page,part,speaker,speech,year
1172,1063,11,Mr. GORE.," Mr. President, today, we  express our sorrow over the death of  Congressman John J. Duncan. I was  deeply saddened by John's death. The  State of Tennessee will remember for  a long time to come his valuable serv ice and relentless devotion on behalf  of the people of his Second Congres sional District and all Tennesseans.  At the same time that we mourn his  absence, Mr. President, a reflection of  John Duncan's 24 years of service calls  to mind his distinguished career and  stirs our  appreciation  for  it.  John  Duncan was a devoted husband and  father and was a strong voice in Ten nessee politics who always displayed  strength which lies in firm dedication  and integrity of character.  John Duncan was  born  in Scott  County, TN, and after completion of  his service in the U.S. Army he attend ed  the Cumberland University Law  School.  His  career  achievements  spanned all realms of public service:  He was assistant attorney general for  the State of Tennessee and city of  Knoxville Law Director. He was elect ed mayor of Knoxville  in 1959 and  served outstandingly. He served  this  district in Congress since his election  in 1969, during which time he main tained close contact with the residents  in his district by coming home nearly  every weekend for local events, cele brations and meetings.  In Congress, he rose to a position of  power and  influence as  the ranking  minority member of the House Ways  and Means Committee, but remained  attentive to the needs of his district.  He served on the Joint Committee on  Taxation. He received much well-de served recognition for serving Tennes see on these committees and in other  legislative  areas. Such  a  career of  public service is refreshing and serves  as inspiration to those who pursue a  life in this profession.  Congressman John Duncan will be  missed greatly by the entire Tennessee  delegation and all  the Members of  Congress; however,  the work he did  and the progress he made on behalf of  Tennessee will endure. My  thoughts  and prayers are with his family and  friends.  ",1988
1173,1063,11,The PRESIDING OFFICER., The  question is on agreeing to the resolu tion.  The  resolution <S. Res.  agreed to.  446) was  ,1988
1174,1076,11,Mr. SENSENBRENNER.," Mr. Chair man, we have examined the gentle man's amendment on  this side and  find that it is an improvement to the  bill, and we accept the amendment.  ",1988
1175,1076,11,Mr. FRANK.," Mr. Chairman, I thank  the gentleman from Wisconsin.  I just want to explain to the Mem bers that we dealt in committee with  an expansion in some areas to cover  people with various forms of handi caps, mental  and physical;  for  in stance, one of the issues arose as well,  suppose  someone  in  that  category  might be a threat in terms of health.  We believe that in most of these cases  there would be no threat, but we have  provided that if the individual, wheth er the individual has the AIDS virus  or there was an emotional problem or  an alcoholism history or a physical  problem, whatever was covered, and  all of those are covered, but if the in dividual posed a direct threat to the  safety or the health of others, we are  making it explicit that in those excep tional cases, we believe there will be,  and you provide or you present a  threat in some special circumstances,  you can be excluded.  When that was offered, I used the  language of Grove City and that dealt  only with health and safety. It was  pointed out to me in the committee  that we are dealing here with rental  property, and property ought to be in cluded.  I assure the gentleman from Wiscon sin that it does  improve  the bill.  I  promised  in full committee  to offer  this amendment and I appreciate the  gentleman allowing me to offer it at  this time, and I hope it is adopted.  The CHAIRMAN pro tempore. The  question is on the amendment offered  by the gentleman from Massachusetts  [Mr. FRANKl.  The amendment was agreed to.  ",1988
1176,1076,11,Mr. SHAW.," Mr. Chairman,  I  ask  unanimous consent to return to sec tion 5 for the purpose of offering an  amendment.  The CHAIRMAN pro  tempore.  Is  there objection to the request of the  gentleman from Florida?  There was no objection.  AMENDMENTS OFFERED BY MR. SHAW  ",1988
1177,1076,11,Mr. SHAW.," Mr. Chairman, I offer  amendments and ask unanimous con sent that they be considered en bloc.  The CHAIRMAN pro  tempore.  Is  there objection to the request of the  gentleman from Florida?  There was no objection.  The CHAIRMAN pro tempore. The  Clerk will report the amendments.  The Clerk read as follows:  Amendments offered by Mr. SHAw: Page  4, strike out line 17 and all that follows  through line 24, and redesignate succeeding  subsections accordingly.  Page 9, line 1, strike out ""<1)"".  Page 9, line 3, strike out ""familial status,"".  Page 9, strike out line 5 and all that follows through line 7.  18,  strike  out  line  ""familial  Page  9,  status,"".  Page 10, line 18, strike out ""handicap, or  familial status"" and insert in lieu thereof "",  or handicap"".  Page 10, line 14, strike out ""<1)"".  Page 10, beginning in line 17, strike out  ""Nor does"" and all that follows through line  5 on page 11.  Page 39, beginning in line 24, strike out  ""familial  status""  and  all  that  follows  through ""Act),"" in line 25.  Page 41, after line 8, insert the following:  SEC. 13. STUDY OF DISCRIMINATION BASED ON FA MILIAL STATUS.  (a) STUDY.-The United States Commis sion on Civil Rights shall conduct a study of  the nature and extent of housing discrimi nation based on familial status. Such Com mission shall report to Congress the results  of such study, together with any recommen dations  for  legislation, not  later  than 3  years after the date of the enactment of  this Act.  (b) DEFINITION.-As used in this section,  the  term ""familial status"" means one or  more individuals <who have not attained the  age of 18 years) being domiciled with(1) a parent or another person having  legal custody of such individual or individ uals; or  <2>  the designee of such parent or other  person, with the written permission of such  parent or other person.  Mr. SHAW (during the reading). Mr.  Chairman,  I ask unanimous consent  that the amendments be considered as  read and printed in the REcoRD.  The CHAIRMAN pro  tempore.  Is  there objection to the request of the  gentleman from Florida?  There was no objection.  ",1988
1178,1076,11,Mr. SHAW.," Mr. Chairman, I would  like to also thank the members of the  committee for allowing us to go back  to this section for the purpose of of fering these amendments.  Mr. Chairman, H.R. 1158 as written  would be the first civil rights bill to in clude familial status as a protective  class. We have not  adequately  ex plored the potential issues surround ing such a classification. Therefore,  this amendment would not only strike  that provision of the bill dealing with  familial status, but it would also man date a study by the U.S. Commission  on Civil Rights  on  discrimination  based on familial status.  Should  the Commission  find  that  there  is  substantial  discrimination,  then Congress should take appropriate  action  to protect families with chil dren. The appropriate action  is not  that action taken by  this particular  bill.  This  bill, Mr.  Chairman,  in  its  present form would outlaw senior com munities.  Now, it was not intended to do such  a sweeping act, granted, but by its very  words, the very verbiage in the act in  itself, that is exactly what it does.  There is an exception in the act that  I would like to point out to the com mittee. It says:  (2) As used in this subsection, ""housing  for older persons"" means housing communi ties consisting of dwellings<A>  intended for, and at least 90 percent  occupied by, at least one person 55 years of  age or older per unit, and providing signifi cant facilities and services specifically de signed to meet the physical or social needs  of such persons.  Now, I immediately raised a question  of great concern. What type of serv ices and facilities do people aged 55  years need that the rest of the com munity does not need?  In looking for that, I went to the  report language and found this:  Such facilities and services include congre gate dining facilities, social and recreational  programs, emergency and prevention health  care or programs, continuing education, wel fare information and counseling, recreation al homemaker, outside maintenance and re ferral service,  transportation  to  facilities,  access  to Social Services and services de signed to encourage and assist recipients to  use the services and facilities available to  them.  0 1305  After determining that, then it was  necessary to find out how much these  services would cost. In doing that, I  found that the facilities required in  the first exemption would cost any where from $400 to $1,095 per month.  The cost is $400 which is  the HUD  congregate  services,  and $1,195  per  month with is the Vantage House in  Maryland, their charges for such serv ices.  So what we have essentially done is  put senior citizen housing outside of  the ability to pay of most of our senior  citizens.  Granted, discrimination is not right  when practiced against anybody but I  do not think that the senior citizens  who wish to maintain and live  in a  senior community should be told by us  here in Washington, DC that they no  longer can do so.  There is a second exception in the  bill where it says that the facilities are  intended for and occupied solely by  persons 62 years of age or older. I do  not know what in the world we are  thinking about there. All we are doing  is saying that all the senior citizens in  the communities that would want to  maintain that eligibility would be re quired to absolutely ban people under  the age of 62 years of age. Perhaps an  older  gentleman would  decide  to  marry a wife that is 55 years of age.  Immediately they would have to leave  the senior community because  they  would  jeopardize  the exemption set  forth in this bill.  Again, Mr. Chairman,  I  do  not  attack the motives of the framers of  this bill. I think they were straightfor ward and they tried as best they could  to  exempt  senior  communities but  they missed. I  tried to work up lan guage that would perfect the language  in here but exclude senior communi ties, and I could not draft it either.  That is a problem that we have.  ",1988
1179,1089,11,Mr. COELHO.," Mr. Speaker, will the  distinguished gentleman from Illinois  [Mr. MICHEL] yield?  ",1988
1180,1089,11,Mr. MICHEL., I would be happy to  yield to my friend the majority whip.  ,1988
1181,1089,11,Mr. COELHO.," Mr. Speaker, as the  membership knows,  there will be no  more votes today, and tomorrow the  House will not be in session.  On Monday,  June  27,  1988,  the  House will meet at noon and there will  be nine bills under suspension. They  are:  H.R. 4612, Federal Employees Liabil ity Reform and Tort Compensation  Act:  H.R.  4726,  to  designate  the Dan  Daniel Post Office in Danville, VA;  H.R. 4065, Federal Energy Manage ment Improvement Act;  H.R.  4604,  International  Agency extension;  H.R. 3893, to amend the Toxic Sub stances Control Act relating to asbes tos in the Nation's schools;  H.R. 4101, Telemarketing Fraud Pre vention Act;  H.R. 4503, Community and Migrant  Health Centers Amendments of 1988;  H.R. 1841, Fishing Vessel Compensa tion Safety Act Amendments; and  H.R. 4030, to strengthen certain Fish  and Wildlife laws.  We will  not have  Monday, June 27.  On Tuesday, June 28, we will meet  at noon and bring up first the District  of Columbia appropriations  followed  by the Department of Transportation  appropriation and then we will have  recorded votes on  suspensions  that  were postponed from Monday, June  27.  The membership should be alerted  that Tuesday night could well be a  late night. I will repeat, as a result of  the two appropriations bills and the  votes  from  suspensions debated on  Monday, Tuesday night could well be  a late night.  On Wednesday, June 29, the House  will meet at 10 a.m. and we will consid er the Plant Closing Notification Act,  assuming that the Senate has complet ed it. We will then consider the Omni bus Trade and Competitiveness Act of  1988, subject to a rule.  On Thursday, June 30,  the House  will meet at 10 a.m. and we will consid er the Department of the Interior ap propriations bill, subject to a rule.  On Friday, July 1, we will not be in  session. We will be out for the com mencement of the Independence Day  district work period and we will be  back on July 6 at noon.  The membership should be alerted  that there will be votes on Wednesday,  July 6, and Thursday, July 7. There  will be no votes on Friday, July 8.  ",1988
1182,1089,11,Mr. MICHEL.," Mr. Speaker, reclaim ing my  time, might  I  inquire,  on  Wednesday, June 29, I see the Plant  Closing Notification Act with a Senate  bill number being  scheduled. What  19-059 0-89-35 (Pt. 11)  If  happens if the other body does not  complete action on that measure by  that time?  ",1988
1183,1089,11,Mr. COELHO.,"  the  gentleman  from Illinois will yield further, our ex pectation is that the other body will  complete  action  by  then  so  there  should not be a problem.  ",1988
1184,1089,11,Mr. MICHEL.," And, Mr. Speaker, I  would gather that it is absolutely a  prerequisite that plant closing be con sidered before  consideration of  the  omnibus trade bill?  ",1988
1185,1089,11,Mr. COELHO.," If the gentleman will  yield further, the gentleman is correct,  yes.  ",1988
1186,1089,11,Mr. MICHEL.," And then with respect  to the recess next week beginning on  Friday, it starts on Friday, July 1, and  we will return on what day?  ",1988
1187,1089,11,Mr. COELHO.," We will  return on  Wednesday July 6. I would hasten to  add  that  there will  be  votes  on  Wednesday,  July  6,  and Thursday,  July 7, and there will be no votes on  Friday, July 8.  ",1988
1188,1089,11,Mr. MICHEL.," Mr. Speaker, I appre ciate that.  ",1988
1189,1089,11,Mr. COELHO.,"  If the  gentleman  would yield further, in case Members  are interested and nobody has raised  this, but we will go back to the fair  housing bill next week, but because of  the schedule we will have to fit it in  somewhere. It is a priority for next  week and we will complete  it next  week.  ",1988
1190,1089,11,Mr. MICHEL.," Mr. Speaker, does the  gentleman  from  California  [Mr.  CoELHO]  have  any  idea when  the  South  African  sanctions  measure  might come to the floor?  ",1988
1191,1089,11,Mr. COELHO., There is no schedule  on that one.  ,1988
1192,1089,11,Mr. MICHEL.," Mr. Speaker, I have a  hunch the gentleman from Texas [Mr.  BARTLETT] would like to ask something  with respect to minimum wage.  ",1988
1193,1089,11,Mr. BARTLETT.," Mr. Speaker, will  the  gentleman  from  Illinois  [Mr.  MICHEL] yield?  ",1988
1194,1089,11,Mr. MICHEL., I would be happy to  yield to the gentleman from Texas at  this juncture.  ,1988
1195,1089,11,Mr. BARTLETT.," Mr.  Speaker,  I  thank the gentleman from Illinois for  yielding. I have a question on two re lated subjects. One concerns minimum  wage. The other is  that noting that  next Wednesday we are scheduled for  consideration of a new piece of legisla tion for the House, the Plant Closing  Notification Act, would the gentleman  from California [Mr. CoELHO] antici pate that amendments that Members  would seek to offer that are germane  to the bill would be in order to be of fered on the floor so the House could  consider those amendments?  ",1988
1196,1089,11,Mr. COELHO.," Mr. Speaker,  gentleman will yield?  ",1988
1197,1089,11,Mr. MICHEL., I would be happy to  yield to the gentleman from California  [Mr. COELHO].  if the  ,1988
1198,1089,11,Mr. COELHO., The Committee on  Rules will have to consider that. That  will  be  considered  sometime  next  week.  ,1988
1199,1089,11,Mr.  BARTLETT.,"  Mr.  Speaker,  would  the  gentleman  from  Illinois  [Mr. MICHEL] continue to yield?  ",1988
1200,1089,11,Mr. MICHEL.," Mr. Speaker, I would  surely want  to ask a question, also,  whether or not the gentleman from  California [Mr. CoELHo] would expect  that the Committee on Rules would  grant an open rule, or is it going to be  closely structured, or do we have any  kind of insight as to the type of rule  we might be considering on plant clos ing?  ",1988
1201,1089,11,Mr. COELHO.," Mr. Speaker, if the  minority  leader would  continue  to  yield,  I am sure  the Committee on  Rules will consider all appropriate re quests.  ",1988
1202,1089,11,Mr.  BARTLETT.,  Mr.  would the gentleman yield?  ,1988
1203,1089,11,Mr. MICHEL.," Mr. Speaker, I would  be happy to yield  to my friend the  gentleman  from Texas  [Mr. BART Speaker,  LETT].  ",1988
1204,1089,11,Mr. BARTLETT.," Mr. Speaker, the  gentleman  from  California  [Mr.  COELHO] has attempted to answer this  question in the past with regard to  what recommendations the leadership  would make on a rather major piece of  legislation.  The  leadership  of  the  other side of the aisle does have some  interest in this legislation, publicly an nounced. The question is not a  trick  question. The question is, If a Member  of this body has an amendment will  the leadership recommend a  rule  to  the Committee on Rules that would  permit a Member of this body who has  an amendment that is germane to the  bill,  to offer  the amendment? This  similar legislation has been before the  House, or attached to the trade bill  twice, and neither time was it amend able. My question is, Will this body be  allowed to consider this bill under the  rules of the House and be permitted to  offer germane amendments?  ",1988
1205,1089,11,Mr. COELHO.," Mr. Speaker, will the  gentleman yield?  ",1988
1206,1089,11,Mr. MICHEL., I am happy to yield to  the gentleman.  ,1988
1207,1089,11,Mr.  COELHO.," Mr.  Speaker,  the  Committee on Rules will properly con sider all requests. We will wait to see  what the other body does in regard to  this legislation and we will consider all  requests and the decision will be made  next week.  ",1988
1208,1089,11,Mr. BARTLETT.," Mr. Speaker, will  the  gentleman  from  Illinois  [Mr.  MICHEL] yield?  ",1988
1209,1089,11,Mr. MICHEL., I yield to the gentle man from Texas [Mr. BARTLETT].  ,1988
1210,1089,11,Mr. BARTLETT.," Mr. Speaker, on a  related question  to  the question of  minimum wage which this is the third  week in a  row that I have asked, it  continues  to be  indicated privately  through staff sources with the Com",1988
1211,1128,11,Mr. HALL of Texas.," Mr. Speaker,  the Kil gore College Lady Rangers of Kilgore, TX,  who earlier this year won the National Junior  College  Athletic  Association  championship  with a 33-1  season, were honored at  the  White House May 5, 1988,  in recognition of  their fine athletic accomplishments.  President Ronald Reagan,  in a very pleas ant Oval Office meeting, extended his warm est admiration to the group and expressed his  congratulations to the team and Coach Evelyn  Blalock.  Team members presented  the President  with numerous gifts: A Rangers warm-up suit,  baseball cap with the school emblem, college  yearbook and school history, and a gym bag  filled with similar gifts for Mrs. Reagan.  The Kilgore  Lady Rangers  captured  the  NJCAA championship with a 33-1  season  record. In the NJCAA national tournment, Kil gore College defeated Lees College, Jackson,  KY, 105-102: Moberly Area College, Moberly,  MO, 79-73; Northeastern Oklahoma A&M Col lege, Miami, OK, 72-69; and John A. Logan  College, Carterville,  IL,  in  the championship  game 78-71.  During  the season, Kilgore Lady Rangers  scored  3,071  points-an average  of 90.3  points per game-while allowing  their oppo nents only 2,381-an average of 70.0 points  per game.  Kilgore College went to the national tourna ment for the first time in 1986, finishing sev enth. The  team  returned  in 1987,  finishing  sixth, and in 1988 became the NJCAA nation al champions.  The Lady Rangers are coached by Evelyn  Blalock, who started the women's basketball  program at Kilgore  in 1979. Managers and  members of the championship team who were  received by President Reagan included Yolan da Brown, Vicki Dunbar, Rosalind Hodge, Pam  Hudson, Charlotte Jones, Barbara Latham,  Joey McReynolds, Wendy  Martin,  DeDe  Palmer,  Kim  Scott,  Hope Walker,  Terail  Walker, Charon Wells, and Pam Wells.  Also attending the reception were: Kilgore  Mayor Bob Barbee; Jim Campbell, Kilgore Col lege's dean of student services and assistant  vice  president;  Latane Speer,  cheerleader  sponsor and teacher at Kilgore College; and  James A. (Archie) Whitfield, director of public  relations at Kilgore College.  Mr.  Speaker,  as we  adjourn Congress  today, it is my hope that we do so in honor of  the NJCAA champions for 1987 -88-the Kil gore College Lady Rangers of Kilgore, TX.  Mary Ellen and  I were proud  to present  these  champions  to  the President of  the  United States-and we will be pulling  for a  repeat performance in 1989.  HON. WILLIAM (BILL) CLAY  OF MISSOURI  IN THE HOUSE OF REPRESENTATIVES  Thursday, June 23, 1988  ",1988
1212,1128,11,Mr. CLAY.," Mr.  Speaker,  this weekend,  American  families celebrated  the  importance  of fathers. Over the past several decades, the  role of fathers has changed dramatically. No  longer are fathers the sole or solely breadwin ners with  few other  family  responsibilities.  Today's  fathers are  taking an active  role  in  caring for and raising their children.  The increased family responsibilities under taken by men have placed new demands on  them. With over 95 percent of  fathers and  almost 60 percent of mothers at work,  the  need  for one parent to attend  the needs of  newborn or seriously ill children has  intensi fied. Many companies have  recognized  the  changed needs of workers and provide tem porary job leave for family needs. Unfortunate ly, the majority of companies have yet to for mally protect their workers. Only 40 percent of  companies  provide  job  protected  parental  leaves. Many of these companies provide less  generous  leave to men,  in clear violation of  title VII of  the Civil Rights Act's prohibition  against sex discrimination.  Our society has finally begun to realize that  women should not alone bear the responsibil ity for caring  for  family members. More and  more men are taking active roles in child rear ing. It is time the United States join the rest of  the civilized world and enact a national family  policy that allows working men and women to  care for their families.  DECLARING  ""VIETNAM  VETER ANS WEEK"" IN BOLINGBROOK,  IL  HON. JACK DAVIS  OF ILLINOIS  IN THE HOUSE OF REPRESENTATIVES  Thursday, June 23, 1988  ",1988
1213,1128,11,Mr. DAVIS of Illinois.," Mr. Speaker, there are  many, many good reasons  for Americans to  feel proud on the Fourth of July.  I would like  to share one particular event happening in Bo lingbrook,  IL,  that  is going  to make 1988 a  very special, and very proud Fourth of July for  a group of Americans  that have  certainly  earned the right to hold their heads up high.  Mayor Roger Claar  of Bolingbrook  has  issued a proclamation declaring the week of  June 28, 1988, through July 4, 1988, as Viet nam Veterans Week  in his community. This  proclamation, though, is only a portion of the  mountain of compassion and support that the  community of Bolingbrook is offering to Viet nam veterans.  The Vietnam veterans convoy to the wall is  a group of several hundred Vietnam veterans  that are volunteering  their own  time and ef forts in a journey from one end of this great  country of ours to the other. They will start out  from Portland, OR, and travel across America  in their own vehicles to arrive at the Vietnam  Veterans Memorial Wall  in Washington, DC,  for the Fourth of July. They want to recognize  America's  celebration  of  independence  by  paying tribute to their comrades-and in many  cases-their friends, who answered the call of  their country and left their homes and families  to defend the ideals on which this country was  founded on that first Fourth of July, 212 years  ago.  When the Vietnam veterans convoy to the  wall arrives  in Bolingbrook,  I L,  they will be  greeted by a community that has gone out of  its way to welcome the travelers and show its  support. From  the police  to  the  fire depart ment,  from  local businesses and restaurants  to families and their homes,  the entire com munity of Bolingbrook is welcoming the Viet nam veterans with open and supportive arms.  I know that the efforts of Bolingbrook will be  warmly appreciated by the veterans traveling  to Washington. I hope, however, that the rest  of America will take a moment and turn their  heads toward Bolingbrook, IL. I hope that they  will open their eyes and see a community that  is extremely proud to be American-a commu nity that has the time to take a moment and  say thank you to those who clearly deserve all  of our thanks.  I would like to insert the proclamation of the  village of Bolingbrook into the CONGRESSION AL RECORD to stand as an example to the rest  of the country of the compassion and grati tude of a fine American community.  VILLAGE OF BOLINGBROOK-PROCLAMATION  VIETNAM VETERANS WEEK JUNE 28-JULY 4,  1988  Whereas,  the Viet Nam Convoy  to  the  Wall is making their 2nd annual trek from  Portland, Oregon  to Washington, D.C.  where they will participate in our Nation's  Fourth of July celebration and while en route Bolingbrook will have the opportunity  to host this convoy on June 28th and 29th;  and  Whereas,  the  Village  of Bolingbrook  wishes to encourage the rest of our nation  to follow our lead in welcoming home Viet  Nam Veterans and provide them with a time  and place to participate in the healing and  sharing experience  required  to bring our  veterans home; and  Whereas, members of the Armed Forces  of the United States who served in South east Asia during the Viet Nam Conflict per formed such service under the most trying  conditions because of the lack of domestic  support for the conflict and the nature of  the conflict itself; and  Whereas,  the courage and sacrifice of  America's  soldiers,  sailors, marines,  and  airmen during the Viet Nam era was by all  measures equal to that of their counterparts  in other wars; and  Whereas, we have never fully expressed  our thanks to those who have given a sub stantial portion of their lives at their coun try's request and in the name of the people  of the United States, and who served honor ably during this period; and  Whereas,  the  Village  of Bolingbrook  would like to dedicate this week to giving  back some peace and joy to the 6 million  men and women who fought for years  to  insure us those same rights and privileges.  Now, Therefore, I, Roger C. Claar, Presi dent of the Board of Trustees of the Village  of Bolingbrook, Will and DuPage Counties,  Illinois, do hereby proclaim  the week of  June 28th through July 4, 1988 to be Viet  Nam Veterans Week in our community and  ",1988
1214,1141,11,Mr. REID.," Mr. President, I believe  that our inability to succeed with com prehensive campaign finance  reform  should not prevent this body from ad dressing some of the serious flaws of  the Federal campaign process.  There are many of us who have not  forgotten the battle of S. 2. S. 2 cam paign reform was an effort to change  the purchase of  seats  in  the U.S.  Senate. We failed in that effort.  A majority of  the Senate  favors  reform of the campaign spending law.  Vote after vote indicated that.  The bill  that I  am going  to  talk  about today does not deal with spend ing limits; it does not deal with PAC's.  It deals with another type of reform.  That is, the ability to enforce the laws  as they now exist.  Those of us who went through the  last Senate cycle of elections know  that the  laws were not adhered  to,  that the Federal Election Commission  has not the power nor the authority  nor the manpower to enforce the laws  as they now exist.  Therefore, I would hope that this  body would not look at the legislation  which  I will  introduce  as  in  any  manner partisan. We are all aware of  the limits imposed on campaign laws  by the ineffectiveness of our current  enforcement provisions. We must pro vide for more accessible, more effec tive and a swifter process.  One of the opponents of S. 2,  the  junior Senator from Kentucky, spent  a great deal of time talking about how  the present laws are avoided, not en forced. Therefore, I would direct that  Senator's attention to the statement  that I am going to make today and the  legislation that I will later introduce  because  it will deal with accessible,  more effective, and a swifter process.  That is why I introduced Senate bill S.  780, which now has 30 cosponsors. I  will introduce another bill, the prod uct of further consultation. Why start  over?  I am starting over because S.  780, after consultation with experts in  the  area,  is  not  the best possible  means of enforcing the laws that now  exist.  As the Chair knows, the current law  provides for unnecessary delays before  action is taken by the Federal Election  Commission or by the courts in a civil  action.  In addition, the penalties, if ever im posed,  are  insufficient  to deter or  punish violations of the laws govern ing a fundamental aspect or our demo cratic process.  I believe  it  is outra geous, but no secret, that the worst  thing a violator of the law might fear  is a penalty amounting to a few dollars  several years after the election.  In my election, which took place in  November almost 2 years ago,  there  were numerous complaints  filed  re garding my election by various people  in the State of Nevada. Only one of  those  has  been  resolved. About  a  dozen  are  still yet  to be  resolved,  having been filed well over 2 years  ago.  So a fear that a penalty amounting  to a few dollars several years after the  election does not deter anything. Such  a penalty hardly matters and viola tions may have been an instrument in  an election victory.  Mr. President, the bill I will intro duce  addresses  those problems  and  makes Federal campaign law enforce ment fairer, swifter, and stiffer.  I have noticed in my consultations a  great deal of support for such an ap proach.  First, my bill would empower  the  Federal Election Commission  to  re quest an injunctive order to stop the  most  serious and obvious violations  while they are occurring rather than  having  to wait until  after  all  the  damage is done.  My legislation would also speed and  encourage  the  conciliation  process  that takes place between the respond ent and the Federal Election Commis sion prior to any action in court.  Access, another objective of the bill,  would be made easier by ending the  exclusive jurisdiction of the U.S. District Court for the District of Colum bia allowing suits to be brought in any  court with  jurisdiction over  the  re spondent. Mr.  President,  frivolous  suits, however, would be discouraged  by imposing the final burden of a suit  on the loser, including attorneys' fees.  Finally, and most important, penal ties would be raised substantially and  sometimes made mandatory, especially  when the violation has been knowing  and willful.  If such a violation has  been committed just before the elec tion, the penalty would even be higher  because we all know that some of the  worst  is  saved until  last. Why? Be cause nothing can be done. This legis lation would address that, and if a vio lation has been committed just before  the election, the penalty would still be  higher.  I do not intend to detail all the pro visions of a bill which  is somewhat  technical in nature. I simply ask my  colleagues in this body to support an  effort that we all have a stake in re gardless of on what side of the aisle we  sit. We all want the electoral process  to be honest, and my legislation would  take us to that goal.  THE MURDER OF MAJOR NICH OLSON:  A  TRAGEDY AND  A  DISGRACE  ",1988
1215,1141,11,Mr. HELMS.," Mr. President, on June  14, Dan Howard, spokesman for  the  Defense Department, announced that  the Soviet Union had apologized for  the killing of Maj. Arthur D. Nichol son Jr., on March 24, 1985.  I have  often  deplored  the  brutal  Soviet  murder of Major Nicholson,  and  I  have been amazed at the general disin terest in the subject by the American  media-and the State Department in  subsequent  discussions  of  United  States-Soviet relations.  In fact, Mr. President,  the Soviet  killing of Major Nicholson constituted  a straightforward, cold-blooded act of  premeditated murder  by  a  foreign  power in direct violation of every legal  and moral standard. I was astonished  by  the Defense Department's  an nouncement, and decided  to  take a  closer look. Having done so, I regret to  say  that basic ""truth-in-advertising""  standards have been woefully ignored  in this sordid affair, and I am thus  obliged to try to remind my colleagues  of the bizarre facts of the case.  To begin, Mr. President, let me re count the full text of the statement  which the Defense Secretary Carlucci  received from Soviet Defense Minister  Dmitri Yazov on May 31:  I express my regret over the incident and  I'm sorry that this occurred. This does not  promote improved relations. Secretary Car lucci and I have agreed we will do all we can  to prevent these kinds of incidents in the  future.  In commenting on this text, the De fense Department's spokesman said:  ",1988
1216,1154,11,Mr. METZENBAUM.,"  I  think  the  Senator  from  Indiana  is misunder standing the Senator from Ohio's posi tion. The Senator from Ohio feels very  strongly that there should be nothing  in this bill that can be interpreted as  being a  financial obligation on  the  part of the employers. I feel certain if  the amendment of the Senator from  Indiana was adopted that that would  be the interpretation across the coun try;  that  the plant-closing bill now  provides  for  the payment,  and  al though you do not make is obligatory,  I think it would be interpreted in that  manner. I think it would be hurtful,  and  I  think  the employers of  this  country would not be at all happy  with what you have done. Because I  think  in many  instances employees  would be pressing to get that 60 days'  pay. And that is really not the objec tive of this legislation.  Our bill is about notice, not sever ance. And that is the key point. This  amendment is unfair to employees as  well as employers. I am frankly a little  bit surprised that the Senator from In diana is offering the amendment be cause, as I see it, employers are going  to be pressured to make the financial  payment.  The employees are going to be anx ious to get the money. They are not  going to be thinking about job train ing and counseling. And I think to do  that to them, I think, is to do a dis service to the employers as well as the  employees.  I almost would urge my  colleague to withdraw the amendment  because you are not serving the pur pose of the employees who need the  jobs, who need  the counseling; and  you are not serving the purpose of the  employers who may come under pres sure from the employees to pay this  kind of money rather than to get the  job training and the counseling.  There is a tendency on the part of  many people: Just get the buck. Get  the money. Gosh,  if  I  can get  2  months pay, that would be far better  for me. I am not worrying about coun seling or  training.  I  just want  the  money.  I think that is hurtful to the whole  economic picture in the country.  ",1988
